chirp_mass mass_ratio a_1 a_2 phi_jl luminosity_distance dec ra theta_jn psi
1.430191887645155 0.6712309516742018 0.03463157870734001 0.004429283877586283 0.8895261784375765 45.337568680526964 -8.420091979379397e-05 5.45007568035899 0.4870371719496149 2.0107644404954086
1.4301093860182579 0.6539213499024309 0.024267500382722806 0.02387172820661794 1.694283884768365 54.1099426784324 -0.004258768963022883 5.44069764817554 0.04859153214323609 1.2606434594001779
1.4300227650793267 0.686690371618654 0.014128508940718472 0.019701457658679946 3.440812935340012 45.880554117286756 -0.0011609658102346653 5.4422325312912845 0.454117299985555 2.0225156772592263
1.4299915081869325 0.7163360412929918 0.003234482555430629 0.023426953454703 3.572725487594297 43.463021620498914 0.004383883012911551 5.444066755605468 0.5722970340828 2.841342686704304
1.4300920363223129 0.7391824511997056 0.016610270608687635 0.003672569221919424 4.6122549686515235 47.49476923569781 -0.0021577296015730107 5.447250271526103 0.2444814958565227 0.3758691391525251
1.4300834048926834 0.7076768247756846 0.006185743212560773 0.02900546954918839 4.989229328602893 30.101365096802716 0.002945729403857293 5.453384757245079 0.9995079508300493 0.170966221076354
1.4300675996748353 0.7115076781513238 0.0134980845975076 0.016426916677250526 4.354554565651708 40.11083462765573 -0.007175946590507332 5.4399446243382785 0.7202554099627764 2.4023650719673975
1.43007162254891 0.729206021238858 0.013051948767283293 0.009923802235499619 1.0853129573012519 46.77295475184613 0.00014993875095540795 5.448947351037664 0.32186363716106353 1.8179538325654103
1.430158973462292 0.7201965664481129 0.016631897258362963 0.014561094847083778 0.41651328585195024 50.419158614811984 -0.0032469038508077925 5.448879547165015 0.3043362091194529 0.27463649185899236
1.43015843389093 0.699423998196721 0.0009517545981675429 0.047356047899957676 6.187018377798105 42.216962510916524 -0.007896433104831761 5.446172570231961 0.6673948552722192 0.11881272890370252
1.430140770763119 0.7495431146001302 0.0032375536240285135 0.024116871852432466 3.1222438891281783 41.064514698517534 -0.00555289149618256 5.447297879271601 0.6562016494265993 0.9076442713316034
1.430135169517328 0.6538959546343747 0.03985012576552189 0.002256991058792593 1.704850698509538 44.74219158173552 -0.008186863717182451 5.4460328357939805 0.5684371867612756 1.4941854612876708
1.4301265849307447 0.6584025740324323 0.024400674852936656 0.02447775541405724 0.6076915061462853 50.416019414316835 0.0007172476591735336 5.4521588622092265 0.12259488847065853 2.236084876421626
1.4301097674936498 0.7257777667044488 0.007680515381508254 0.02282444464340166 5.569624824261424 38.75557227301726 5.8334408193027896e-05 5.448748915120636 0.7594766902548996 1.4794254057884422
1.4301112501775926 0.741935185967326 0.01644836390216932 0.003598967040068206 0.33580623912114965 45.49886354269015 0.002427195559660176 5.449336714380009 0.4678485857822286 0.28053115506618087
1.430127446369507 0.6655141466611714 0.017891097663548045 0.0310641211761412 0.528887834178137 28.714851854637143 8.538548651732253e-05 5.449703164219482 0.9773793067651384 1.4616022833447326
1.4300341542871389 0.6743384596051858 0.027418103080589163 0.00434904978343654 2.029513041400284 33.52505583152019 0.001688575393557729 5.444573917930198 0.8650364726599521 2.99496196180902
1.4300902233731256 0.7137389771509485 0.013758804523842792 0.014696708412007806 1.3808593103044504 39.82724682066245 0.0028133778365151884 5.448018114047446 0.766007439252501 2.4149863694277767
1.4300715073135497 0.8336832384997572 0.0030196239776086493 0.0012108164315791426 0.14308065474882947 46.62500575100505 -0.009785070557007119 5.440999612293835 0.4440244373235573 1.6397697793895698
1.4300954412010656 0.7337980996952826 0.014673666484518899 0.009341147482742817 3.3012962065992637 41.99399967803123 -0.004799981694141747 5.449593170788012 0.6267906372414457 1.0100173345890104
1.4301543984660239 0.7100727370468131 0.022338578069031653 0.008068369160296495 2.2058357163492652 44.81713953956758 -0.008824443524854661 5.4410160000737475 0.5209075242492718 2.341865769872544
1.4301633850705229 0.7025409946869257 0.007611739555525837 0.03356413909163954 3.353214658253133 46.41137759483085 -0.005872516161239187 5.44668446826832 0.45289142651849174 1.8851528852804897
1.4300834777531175 0.6803270082290622 0.0046634842084722645 0.04340614243509287 5.189241404117116 46.23410829128639 -0.00342798709028625 5.439593386574802 0.49818605299142366 1.0379579758557922
1.4301323316609538 0.6918875251630916 0.011537730096124023 0.030601029133404796 4.890254967623199 39.629914628871326 0.0019770542999477617 5.453389573236022 0.7209923781462241 0.2970107186100923
1.430073204468427 0.7793959982348473 0.003273495675332283 0.010642750075249265 4.405905959139878 43.61504709254974 0.0021882701932798014 5.446648686447584 0.579613458426006 1.9686056672482442
1.4301005117543626 0.7263719437038914 0.021305816945737896 0.0019324053796673708 0.3223019954817424 40.9054336037674 0.000840820481820766 5.450500808068677 0.6621256844687422 1.8826278571139303
1.4300235203464462 0.726449917287836 0.017015948651719664 0.002882440820490584 1.4565266215852974 48.8893332738999 -0.001778831868396701 5.442717163227979 0.37869507960272636 0.1893662255085577
