chirp_mass mass_ratio a_1 a_2 phi_jl luminosity_distance dec ra theta_jn psi
1.4303837245989734 0.6368186683855157 0.03412497531210492 0.036042806931247326 5.303377329021458 101.30631912215203 -0.009974268040090124 5.445703012515724 0.30599623940994125 1.1280104689301855
1.430281858709982 0.5636165723734842 0.049598009188162 0.04367102278834331 4.521636764688631 96.25075690619524 0.010508097054160776 5.440625678401218 0.14581665802366564 1.8487233761477841
1.430168144395519 0.6770501016328981 0.027138885041756478 0.010549597376487689 4.28508294679074 96.46895967432617 0.00948484436128587 5.460289834574906 0.36598841263637355 2.651700543033645
1.4299819282211839 0.6893876555103955 0.0178642082312683 0.010402451794959038 6.095503792334497 87.2272858930725 0.009075983885425102 5.455608052644191 0.4072242430180843 2.045769285964903
1.4300252334405148 0.6906992097467477 0.014619497692003726 0.016869393392552123 3.2072953769790327 103.3007970477699 0.00013288571305766013 5.43267117111928 0.2167572885242278 2.0401028023436614
1.4299499065606438 0.7138446857620426 0.010620093174403034 0.007415736933442949 4.88509704226075 70.85719022635962 0.009888567892124646 5.450110010481217 0.8749215785045368 2.282923178535358
1.4300689124619879 0.6226220218993023 0.02094967220365822 0.04240411555680305 3.479228639445332 87.7245032174767 -0.0021077030416184403 5.441535450734191 0.3560977831573532 2.8259532011058606
1.4300224636614043 0.6514368800711559 0.012894287387736859 0.030782529998525633 2.530154139221997 79.65680833516126 0.014357607563068015 5.428069086784362 0.6363186783481288 2.7548308375663786
1.4299588309366298 0.6459742787767112 0.011753033438065663 0.036315776201246174 0.5466285028891197 94.58572686470713 0.00706681205373741 5.438382010780985 0.42057170849451586 1.2862735966476455
1.4300883863673912 0.7042359187755857 0.01007471487173825 0.02533811488866186 2.7981865966842414 91.83759832086449 -0.009261089090628163 5.43350894473693 0.3876726239668872 1.8432610435660326
1.4299417678607842 0.6481726993923619 0.016958982051468206 0.02048922654234311 0.45514293306706893 67.68426093817564 0.018451322538504684 5.432301359153443 0.7624795579900572 1.464021751889315
1.4301560256229398 0.6491546651290442 0.02296058861618923 0.03565025637121642 3.8195321531803734 84.91716162865667 0.002938400030487109 5.454860435411142 0.5126270484105956 1.2642800637189087
1.4301729523155264 0.5895879957979405 0.045442817051363264 0.028538132065380757 4.481882196081847 89.2895832413494 -0.00708361753435672 5.448795053697231 0.4319990193616914 1.810549059259313
1.4300672978628208 0.6247830139740976 0.040552736562527336 0.004051757665119904 1.5169126509273971 91.96853104341072 0.006881626292978639 5.440289668089316 0.5625636106461795 0.8159251263311802
1.4301392403644992 0.7049613387025726 0.020859837057905613 0.007088735849151675 2.126086632135707 81.1825062153037 0.007717204180003664 5.440325301707079 0.6165695446980144 1.0979983436879617
1.4301086003610963 0.7018421745931035 0.01918866279004739 0.014122331593949178 2.665811861085931 77.32853930721993 0.00521833736828298 5.4519560895789825 0.6611651963171638 2.808341834465808
1.4300776732662852 0.6113475187404436 0.033692688415543987 0.029927661718747223 5.570872386586516 94.944649576314 0.008190437123557784 5.448976077260819 0.3436823112394491 0.4614399445050498
1.4301218340411201 0.5929403629104179 0.03833122001792941 0.029172035033437356 1.9209742295176484 94.55540115867245 0.014507607163867519 5.442651558152031 0.4225807547286049 0.1039410928729927
1.430113789885194 0.6208371236980177 0.02613806352120648 0.04112139811866297 1.7706998275981556 95.40679551589697 0.0070674423482894036 5.457263612341724 0.13417764393868478 1.0123508314515526
1.4301475890436453 0.6345683517101394 0.04353972100033546 0.0008447293150493481 3.830905487902579 73.51111835400847 0.005955889726559889 5.444170094234875 0.8831850474703926 0.7402402952490165
1.4299474983078513 0.7549008528986723 0.00510558893130344 0.004281202050030604 5.461602200190401 102.09103647493238 0.0009529422792017463 5.439943055544685 0.25750948787484673 1.93369883587466
1.4300325896240462 0.6934251171348452 0.0115597949925119 0.024561063551350612 5.462480311980157 92.54491927853942 0.0019788601952416183 5.451264773489969 0.36675612843840694 1.5740457512264632
1.4301734441347254 0.640166927501323 0.026440519181158487 0.03590329921437787 0.9447537771561514 72.69415380483014 -0.010727693989835384 5.444176704287464 0.8154931603299818 2.1314346538962803
1.4301724664724103 0.8217200272233671 0.005960082851633634 0.003183102755732232 2.5030252990535797 77.68325024043683 -0.006808751258404058 5.4417328243588425 0.7058886094585293 1.7208877282514485
1.429906642132538 0.6966610107268715 0.0006061191888045971 0.027888150356181 5.011193443407825 72.0380200363115 0.009016894159636269 5.442923223168844 0.7386231039765001 1.5093180191130038
1.4300899075297309 0.6248233213849687 0.04100597549649185 0.01023324342205469 3.2446738976143155 91.3185740233146 -0.006460124813068843 5.439789721432817 0.4819811287381176 2.8543087391894857
1.4299559918596003 0.7681546686734083 0.005068906080827195 0.0012797657117050347 0.8822065931885542 49.64103543857411 0.001445587575099778 5.442823445118223 1.0786160530319402 3.1233734667469344
1.4300830459826352 0.5601786847841724 0.04038201946311296 0.04851836748540591 1.2984802579564259 56.47271161635232 0.014649292781037177 5.439111933622734 0.9469780505787523 1.628771668257659
1.4301732543387071 0.5945750913421839 0.03745015179114604 0.038066822132924616 3.7928088778240814 87.63075337024675 0.012828877801215608 5.44851531294697 0.3756887910030251 0.15303241496877196
1.429981251128663 0.6535801726288694 0.017466163808655562 0.02682985221585345 5.6287859773444255 88.90886781022878 0.0033073335565150823 5.440204502741279 0.4844689406894326 0.8291886339279727
1.4301500334444384 0.6595844284631709 0.014349437993284322 0.04430856176630485 0.6039703819071319 73.46817977155236 0.00019219060239217267 5.454776872085651 0.7740623445044613 0.06644731762623543
1.4302022302058073 0.6503619423761324 0.03811716202700208 0.00766111062454567 4.826310395369403 85.70989706196909 -0.00026482139163101125 5.4546982119432394 0.37368972694073377 1.7845462304974822
1.4301635988874328 0.6770825739257809 0.004156012616384356 0.04499386523410309 2.6324442023503236 91.75933341333398 0.008368103391109615 5.440937485166094 0.21802146024982774 1.7434642068856852
1.4300019871570433 0.6946370185434153 0.010089362666972856 0.02204088103963499 2.9559948858550245 67.45856144512871 -0.00015038938932611205 5.446109595266145 0.8097803746784797 1.8786296418204924
