chirp_mass mass_ratio a_1 a_2 phi_jl luminosity_distance theta_jn psi
1.1735281837828708 0.5188832059629023 0.021080291769264993 0.022145536107061173 3.6060405850243997 58.296021783518135 1.3570197827192823 3.104808026092719
1.1743209445201992 0.5947992645543291 0.016510768196123436 0.03815279115562754 5.577505505798888 84.39768099321776 1.326736561546661 2.999451382258523
1.1740936864570353 0.5671070150627632 0.013227164881066759 0.03577902037090299 1.199550259906502 86.71890856169304 1.215365342986893 3.0744148356462553
1.1739051143745618 0.5747048270854911 0.009508045471999247 0.011792990036384161 1.1251212014471628 62.78843009029157 1.4742599601153323 3.0746895621257075
1.1741095082947628 0.5412276957317214 0.02689541856211211 0.04205541413281376 2.3286592393359986 89.7788335274898 1.329273870254712 2.8330026302631186
1.1737545766978137 0.5546470492043292 0.01666761833985705 0.019916309819764284 0.5347246097418329 58.96368786702589 1.5737975577726908 2.997342541069887
1.1739466430477474 0.5789464590961273 0.004629365456505336 0.03890870393093784 4.612963582854445 93.23013002862677 1.3901805798847875 2.98687541866351
1.1740639384966098 0.5270971596267437 0.027867103896436235 0.041183114930674586 5.518693479321609 82.73529696081376 1.30966084899414 1.5634899684369201
1.1738119952599033 0.529501410525705 0.021035260625490312 0.041719964150489675 4.776869525424617 64.55780715188808 1.4771061928143063 1.5499764157409577
1.173960256093557 0.5134454095943962 0.036570307998648924 0.026705459376345053 3.6123662717457656 71.35963089561271 1.5368139732648691 2.968541569208775
1.1741198424568273 0.5924181752636158 0.00999145988692069 0.047626537930581705 6.140766378600104 45.54801891228309 1.5074092901353762 1.5160284263562567
1.1741114908832109 0.6034010412884955 0.004688911452167097 0.04160998896540163 3.127575234898059 47.57032931120378 1.3559617147593694 3.0669305032796585
1.1740156813829932 0.5686034948620016 0.007856726054824847 0.04858447781117989 5.463849277000908 91.80928827106685 1.1970314328797944 1.4470555986742464
1.1740661690977567 0.6066085986597617 0.005354032380528759 0.03347480680966033 5.267629926050409 70.44138132151002 1.4454349827558985 3.1261684399741823
1.1739775059016546 0.5382482008948878 0.02411750982928954 0.03655664967326323 1.1430311351387403 90.53665967694873 1.2218003413958554 3.0156756564190177
1.173841016267306 0.5388247040953906 0.014062963372914145 0.04959953265277105 4.149290204175836 71.66366027148806 1.524334796738802 2.9745484052027678
1.1739030021517851 0.5950163027769352 0.019858874312791232 0.0002336238227579453 1.4016375402999195 75.28216027615828 1.353312579030085 2.8937389348605715
1.1739654431833872 0.6004905579153955 0.009207733272405668 0.002941753122292629 4.650363475478669 70.01923179182678 1.433277084545774 3.0220989491788655
1.1741062311008867 0.5502125862309668 0.029075407658633257 0.02472106120395529 4.515560564838946 78.1176144087905 1.4972084462656623 2.941060881145124
1.1740464090484801 0.4923870844547668 0.040665871848572045 0.04841787589777189 1.4620051634638052 77.45188016253896 1.3253118213490271 3.112802491257983
1.1741661250439093 0.5201643453198834 0.04535775114302838 0.0347906769228406 2.2005186930391596 86.19121852943341 1.31857540428875 3.028912086498877
1.173926639052124 0.5596830931573329 0.01532360644961735 0.01731398171205042 4.434528813310458 55.42943213535531 1.4641149947582608 1.6295993918682838
1.1739511127196356 0.6395531744753928 0.0010018637234833678 0.008559553651121465 4.201620310916541 73.74186058614617 1.4871660585625266 2.8590696606789807
1.1738751688531677 0.5201497458511672 0.034326685102117525 0.033752832985190016 1.2238872248350718 50.146603583502724 1.506378444547416 3.1156209330446543
1.1741744614819998 0.6744513570773504 0.0007401138451376383 0.009310722171751459 2.8496461557561337 65.07316441731123 1.3890896510843322 3.115283124363626
1.1737617174904815 0.6101724249674476 0.0013540612860166142 0.001028817196881099 3.6737461272398444 78.84035917991908 1.382516395270263 1.4292088007523363
1.1740171599318834 0.5632676514557695 0.026672330249605775 0.015544040563636714 5.927053491258256 83.83295502381412 1.358994021626771 3.092164301649724
1.1741115927029155 0.5445457681783711 0.042475515391194714 0.0044897863601302355 1.617519175209013 88.19401697164848 1.3361926305071348 2.925239168718753
1.173819834838394 0.6062467245563935 0.0016400418652625461 0.012521919252935299 0.5242195096268818 80.96941290218405 1.2883317753532784 2.9956693183660374
1.1737232404703903 0.5223313158407314 0.033011269881544646 0.0064125557838627285 0.6838046106539284 62.29439310382866 1.4246727400223034 1.4702158737512097
1.1739274065935774 0.5430283825951799 0.032791183388540666 0.01491307462058133 0.6627469901681696 80.16753550364908 1.3044192365959255 2.938324485027943
1.1738978088739627 0.5816553431880791 0.0061793108845800415 0.028084308294485816 0.9098522870896535 66.80639473085954 1.2626166333566708 2.9946541573366616
1.1740166759809463 0.5178937136521474 0.0480248138900249 0.006859114306033765 0.5576228448242407 84.12334281538682 1.3698122789281721 1.5027399374491202
1.1738092421103477 0.5825296161961091 0.007518176119629423 0.02020435223044814 0.3769502932223483 55.312894404745514 1.4488949995123814 2.9418296180993595
1.174122432115306 0.5593137165827298 0.031432330150954146 0.014118453929108616 2.220157454917533 76.75807427519331 1.4550928465532127 3.0608025948133752
1.1741711377471855 0.5912062751690587 0.025439445452521692 0.011421729743152656 2.2971306625106362 74.6974946199701 1.463073887860303 2.9476406173386773
1.1739572970293481 0.598218821683417 0.010308295943424937 0.014509122641160992 5.984106391721385 75.46299780613903 1.3134424669651312 2.8901887110842557
1.1737170305072058 0.5644701563399348 0.005649446189720209 0.022909604844509615 1.510627616570285 65.12117100265485 1.4589820865701417 1.4989635362576557
1.1742323152981626 0.5611998174838533 0.03477094958130645 0.01676252442313427 2.67826962355496 57.734203877474584 1.3727883370165834 0.03560808886853145
1.1739775631645064 0.5604960334495619 0.01093675089238076 0.03537775020312593 2.820258863227539 69.00756822701867 1.299032818554697 3.039631957499762
1.1739974146003025 0.5280594237429261 0.03729139101523665 0.015262669976279604 1.3266041917419118 81.48339565258027 1.310939335336811 2.990045512473818
1.1738941293815521 0.5053687985868436 0.03238208808273891 0.038284675385224246 5.0009631881388 68.4176517531145 1.3747077772335066 3.114352809832734
1.1738403360480305 0.5383510426069364 0.023884899553606453 0.026033888677901736 1.7326836542992934 75.23115768919196 1.381617028404043 3.0427821044764047
1.1741671560903988 0.5183280300404418 0.04446812191796596 0.028499952534594794 3.7452520491917243 76.36649598436084 1.239071896551569 3.0360856902379765
1.1738336795931987 0.5536484510124795 0.008179868955325034 0.0495678981765212 3.0382435130578407 61.329006300907814 1.4969462467238663 3.0726257717259844
1.1742934665434717 0.5245517097818748 0.03967456443425991 0.048670179114627315 2.4808755768363207 69.17803090726218 1.4361266222974953 1.3938465422364905
1.174241204502111 0.5230013577235517 0.04508858556943714 0.03222122500789782 2.3525778548353085 59.15830790929073 1.2942251177017434 3.0604699539362885
1.173937351150569 0.6153875615280511 0.011181500901048934 0.0006383537971153287 4.5295701004566515 75.06599988833004 1.4964055490896384 2.9122080361645954
1.1741784507321902 0.6140106039798637 0.012632930646942953 0.0137997179377157 0.8946273449864726 49.99106142978658 1.4402593255799627 0.025614791797734363
1.1740773251096739 0.585465156612047 0.007588557438896668 0.038467950720276124 2.6807597360516624 78.68007473886871 1.2483501047584213 1.4494431041367255
1.1739451872256113 0.47569210088246067 0.049344070905307465 0.04504826366240484 4.832155117439609 67.14407539437848 1.4784846707783157 2.9634134986318226
1.1738596187135208 0.5592728527551563 0.0181469136057613 0.013636332686571101 1.5844400543972552 53.74807130761979 1.4905070808274845 0.05240934568828667
1.1741716147062673 0.590806206983285 0.02760401068947076 0.015010184817763325 3.1952163086568652 61.57134751460224 1.4746620089012572 3.0746726288416304
1.1738719407156377 0.5070644404127145 0.03396011254022304 0.038332523161214715 4.241044021813319 58.46014325741205 1.5254652514556344 1.5476960486872977
1.1740425746775902 0.4960322747120685 0.04511332993744449 0.028533777520827683 0.856570405697115 58.24591107986543 1.449613382618262 3.0540221695095897
1.1738966979742687 0.5054901254579925 0.0414778533969214 0.013280819874408503 4.294402724067501 45.99055427618899 1.4080852617569453 0.03450221250887972
1.1739155701408566 0.5739705329013768 0.017762164514080924 0.008754598784728774 1.2590516952872741 76.59602897301856 1.4325261706075165 1.3988830810167252
1.1739293372440536 0.5799068832578819 0.012991406812418782 0.013705983282055646 2.669482034390992 62.105194760796714 1.3027751478452387 3.0152359019174213
1.1740092763703098 0.5023917313970487 0.04874284431637376 0.033931498529346536 0.6330933515258927 59.521690528268344 1.5162325552542095 3.074665150022926
1.1740867671091608 0.528719902993203 0.04206747336279784 0.022214702027683032 3.128106788684093 82.54619474884052 1.2950429842099 1.4624691943666646
1.1741508784148253 0.5920226658189075 0.020609707342203916 0.01596502196285543 2.84942416665969 66.19717020499515 1.520217349900322 2.983703461254857
1.1738757488257971 0.57373016957543 0.020289073269273348 0.0011465856704680007 3.4496293852260704 75.55104654424342 1.4515190874026127 2.9892079874295296
1.1740218670282003 0.5599718187633906 0.033097174502956205 0.0015627891320541946 5.674661197163478 65.53555632507505 1.572819784555026 3.012395086067932
1.1739303392035558 0.5071707533022873 0.044656641285488 0.01248616938962938 2.887461002002035 64.15208323906913 1.5375575503887915 3.041893372678403
1.173907684273901 0.5242002940892293 0.04398841756539351 0.0073781287459338644 4.920376484169478 64.1593292694805 1.5152120264357463 2.961618146779205
1.174011809310571 0.5586869754815968 0.03430364404349346 0.005535020743265015 2.855166885075157 52.11436502955134 1.3181009373791988 1.5260783475469086
1.1741220353945974 0.5277235939619334 0.03517976872035751 0.03439232301294426 5.384396845021946 79.90436098209385 1.3527659837589556 1.402996619817436
1.1742561422334958 0.5336632839762161 0.04489241321986801 0.02437761874507413 1.0389138094009571 69.0884148770775 1.4413794448712653 2.9756440731290317
1.1739007795423997 0.5311018850148429 0.022781391130179084 0.04051006676482962 3.034002661860819 62.987504070066585 1.306490215206645 3.0306837291171105
1.174096971954607 0.5612155254106537 0.00996420055876801 0.04903166127114018 4.0430070031440355 62.31151236827935 1.5079016509182566 3.060904549295596
1.1741662684197494 0.562963736412136 0.021746319182385124 0.04600762888069241 4.616383004295508 67.4133318684098 1.524594293817372 1.417947460894196
1.1740299027904204 0.50896677829388 0.0382036920338773 0.036143269099091026 0.6388641863673505 44.1023334669775 1.5904006453369794 3.127633657031975
1.1739126440428163 0.5428829110844587 0.03215061273247098 0.004409165154193675 0.7654503685355282 70.50922383718627 1.404951575518187 1.5535896817819639
